,Year,State,Deceased Donors,Living Donors,Total Transplants,Kidney Transplants,Liver Transplants,Heart Transplants,Lung Transplants,Women Donors,Men Donors,Transgender Donors,Organ Donation Rate (pmp),People Pledged (NOTTO),Online Pledges (Tamil Nadu)
982,2022,Gujarat,212,738,804,463,7,25,17,370,655,0,0.5,155251,2134
983,2023,Rajasthan,202,972,845,555,12,33,29,176,245,4,1.7,429137,12918
984,2021,Gujarat,275,339,483,566,16,49,11,582,604,4,0.95,174437,12061
985,2021,Telangana,10,414,393,589,208,3,17,77,463,4,1.8,137355,16488
986,2020,Maharashtra,179,538,270,87,398,1,19,10,186,5,0.77,298848,5514
987,2024,Maharashtra,160,864,82,234,51,1,3,132,438,1,1.71,381485,874
988,2023,Gujarat,291,360,601,115,266,38,33,519,235,5,1.48,95534,10544
989,2020,Rajasthan,87,753,754,522,330,22,16,196,448,0,1.55,487372,16689
990,2022,Kerala,113,143,5,237,356,7,5,656,231,2,1.16,1658,11193
991,2021,Rajasthan,160,935,893,184,163,15,4,405,420,4,0.35,475348,10409
992,2022,Maharashtra,168,490,143,29,367,23,39,400,349,3,1.11,308771,376
993,2022,Gujarat,75,239,549,511,375,25,9,409,590,2,1.5,179868,1217
994,2021,Gujarat,278,9,208,273,350,17,40,299,153,0,1.21,250246,12448
995,2024,Uttar Pradesh,289,564,646,642,85,44,47,207,524,4,1.93,461490,12892
996,2024,Punjab,250,587,228,781,387,38,32,504,636,3,0.24,105809,9507
997,2020,Rajasthan,90,879,83,17,69,32,25,445,191,2,0.47,114857,18155
998,2023,Maharashtra,245,339,929,780,32,26,8,345,169,2,0.38,441041,16782
999,2022,Uttar Pradesh,2,197,85,692,30,40,14,683,269,5,1.47,401348,2956
1000,2023,Kerala,215,678,90,406,148,9,19,225,656,2,1.41,498437,10958
1001,2023,Gujarat,75,277,954,407,377,50,36,41,630,3,1.97,59130,8113
1002,2024,Punjab,256,288,994,730,271,38,48,159,427,3,1.25,408430,19110
1003,2022,Tamil Nadu,110,655,128,527,280,22,30,248,676,1,1.08,211451,6536
1004,2021,Punjab,226,623,1044,737,144,40,14,585,630,3,0.16,180729,9160
1005,2021,Karnataka,265,892,759,184,265,42,31,662,354,1,1.0,342804,13476
1006,2020,Kerala,174,917,620,61,377,48,14,641,84,4,1.29,202160,8375
1007,2023,Maharashtra,23,305,146,622,66,33,45,13,217,4,1.26,103531,8914
1008,2020,Tamil Nadu,141,481,369,471,33,14,49,228,182,3,0.12,139132,16426
1009,2022,Uttar Pradesh,174,821,377,455,70,47,19,326,481,3,0.3,255041,1092
1010,2024,Uttar Pradesh,169,325,810,759,271,18,16,394,325,0,0.78,285755,5147
1011,2021,Maharashtra,209,606,371,307,230,20,36,681,119,4,1.65,303896,17669
1012,2022,Rajasthan,54,970,285,617,361,36,10,29,651,0,0.29,327978,676
1013,2024,Punjab,157,324,121,698,310,8,19,184,5,3,1.22,36020,13254
1014,2022,Maharashtra,29,285,704,630,330,0,49,328,669,2,1.71,473227,11963
1015,2022,Karnataka,227,221,922,411,121,18,42,441,128,3,1.2,153993,19805
1016,2020,Tamil Nadu,113,381,1111,715,389,33,47,609,404,0,0.97,397309,17250
1017,2020,Karnataka,2,565,661,740,129,48,20,258,378,1,1.36,92587,2142
1018,2021,Tamil Nadu,69,106,33,574,286,0,37,654,248,3,0.93,477364,14701
1019,2021,Rajasthan,208,966,659,121,177,20,13,302,118,1,1.23,385393,16921
1020,2022,Gujarat,277,153,621,305,30,24,27,306,506,5,0.24,321901,13964
1021,2022,Kerala,90,799,334,478,395,16,44,589,330,0,1.56,470766,7014
1022,2023,Tamil Nadu,277,840,802,233,76,41,42,438,381,0,0.53,496999,2216
1023,2020,Punjab,168,151,882,280,251,14,29,327,111,5,1.92,10653,15080
1024,2020,Rajasthan,69,516,131,656,58,34,14,6,368,0,1.42,64026,17543
1025,2022,Punjab,233,900,620,579,166,11,48,441,558,1,0.24,129009,13682
1026,2022,Maharashtra,72,816,889,480,69,4,33,349,9,1,0.93,14457,5757
1027,2024,Karnataka,158,757,845,595,238,33,17,206,110,5,1.2,272350,4188
1028,2022,Karnataka,230,773,483,48,392,4,35,431,292,5,1.48,427683,1456
1029,2020,Maharashtra,36,651,1006,434,233,43,22,218,295,3,1.41,67355,15601
1030,2023,Karnataka,194,201,223,447,141,6,22,520,571,2,0.77,16325,8016
1031,2023,Uttar Pradesh,237,901,1068,366,190,50,20,674,353,4,0.27,157468,13823
1032,2024,Telangana,178,777,35,108,11,13,0,441,9,2,1.76,129076,15147
1033,2021,Karnataka,268,37,407,97,316,39,12,383,413,3,0.74,60270,19760
1034,2020,Kerala,97,389,457,311,253,45,1,163,624,3,1.67,254919,645
1035,2024,Gujarat,206,992,351,599,376,38,14,446,169,3,0.66,230419,16028
1036,2023,Karnataka,131,861,195,755,287,48,13,379,93,2,0.34,352329,10942
1037,2024,Gujarat,279,403,1163,490,82,41,3,628,57,0,1.98,53043,7639
1038,2022,Delhi,259,733,529,508,378,17,19,28,48,5,0.56,207908,18822
1039,2024,Gujarat,40,849,57,522,53,9,40,337,111,2,0.23,156569,13937
1040,2023,Telangana,28,305,649,312,314,25,6,668,137,4,1.12,64333,13351
1041,2020,Punjab,225,162,558,35,93,7,46,421,303,2,1.22,335189,9158
1042,2023,Uttar Pradesh,247,827,500,765,150,33,13,437,167,0,1.63,181880,1314
1043,2023,Gujarat,282,51,416,323,68,42,41,490,4,0,0.46,25999,17108
1044,2024,Uttar Pradesh,33,459,1077,548,158,48,30,593,209,1,0.59,54853,17011
1045,2020,Maharashtra,203,471,43,504,363,2,19,282,593,1,0.85,222015,16870
1046,2020,Gujarat,129,899,493,317,152,6,0,457,74,0,1.38,65032,2252
1047,2021,Delhi,293,547,650,369,345,3,11,387,575,1,0.76,128659,5765
1048,2021,Delhi,278,818,738,714,41,48,38,622,112,5,1.53,82351,16353
1049,2023,Rajasthan,229,908,656,493,316,7,25,58,45,5,0.96,246435,1670
1050,2023,Kerala,281,702,593,646,178,29,18,601,582,0,1.98,430794,15409
1051,2022,Punjab,299,875,813,597,177,34,41,217,235,5,0.72,2326,7228
1052,2021,Telangana,98,557,744,369,26,41,38,264,241,4,0.48,23890,6634
1053,2022,Maharashtra,228,534,184,508,286,24,27,106,430,0,1.35,296986,13822
1054,2023,Karnataka,250,64,1039,14,81,42,43,22,546,3,1.96,271164,8085
1055,2020,Maharashtra,44,192,371,492,165,31,48,363,555,5,1.24,423794,11184
1056,2022,Rajasthan,252,966,232,77,162,19,33,311,16,5,1.82,480639,19481
1057,2022,Karnataka,39,152,1031,465,226,38,23,606,235,1,1.14,379637,8240
1058,2020,Uttar Pradesh,278,892,643,663,93,13,50,128,374,1,0.73,246354,1605
1059,2022,Karnataka,136,947,700,263,28,39,20,325,342,2,1.49,408611,11870
1060,2023,Maharashtra,19,38,562,17,77,33,10,447,571,4,0.83,152977,19895
1061,2023,Maharashtra,116,655,35,258,139,23,30,283,639,1,1.48,340278,15956
1062,2020,Punjab,111,36,267,576,217,15,48,681,121,3,0.7,77205,14036
1063,2022,Maharashtra,32,242,900,25,355,26,26,627,427,5,0.17,345994,12837
1064,2023,Gujarat,96,98,391,572,78,1,50,457,635,4,1.39,74754,18150
1065,2024,Delhi,126,66,1146,497,199,10,17,37,552,5,1.43,397178,7352
1066,2021,Delhi,293,474,283,321,200,45,40,476,143,1,1.76,171817,10455
1067,2021,Tamil Nadu,96,432,201,360,31,8,39,203,298,3,0.78,35472,19934
1068,2023,Punjab,132,149,27,669,399,7,43,515,667,2,1.12,441145,3188
1069,2020,Delhi,107,484,991,353,74,36,27,431,333,4,1.11,355387,5441
1070,2022,Rajasthan,181,650,1082,707,42,48,14,430,495,0,1.24,142124,16813
1071,2023,Rajasthan,299,654,167,460,216,34,38,463,262,4,0.96,481368,5357
1072,2022,Karnataka,64,807,496,453,383,5,41,74,144,0,0.11,398266,16552
1073,2023,Karnataka,45,346,534,727,106,48,3,442,413,1,0.19,345229,8778
1074,2022,Rajasthan,220,42,146,352,84,44,12,498,341,2,1.85,473719,8267
1075,2020,Uttar Pradesh,110,239,227,639,13,13,23,597,53,1,1.41,188681,13059
1076,2020,Kerala,114,354,645,618,233,32,22,409,4,4,1.22,97588,5186
1077,2020,Karnataka,129,664,118,427,382,13,44,442,519,5,1.58,245476,19357
1078,2022,Rajasthan,173,849,829,232,204,9,43,286,73,0,0.12,167920,10297
1079,2021,Telangana,202,663,957,692,228,44,42,528,677,4,0.97,59078,13695
1080,2020,Telangana,220,207,60,643,38,11,29,18,615,2,1.97,353968,11967
1081,2021,Kerala,191,86,974,555,246,36,0,264,455,5,1.74,289478,9936
1082,2021,Tamil Nadu,272,419,49,157,212,25,23,375,337,1,0.57,263667,3601
1083,2020,Uttar Pradesh,29,598,56,770,47,37,16,57,365,5,0.96,300553,5177
1084,2021,Punjab,201,301,181,77,157,50,6,149,260,3,1.29,137121,769
1085,2024,Gujarat,246,995,198,321,323,27,19,568,423,5,0.19,261682,6567
1086,2020,Kerala,207,781,1192,107,175,20,14,604,293,1,1.16,287979,9874
1087,2024,Delhi,160,670,269,740,126,5,36,578,265,4,0.21,121898,5560
1088,2021,Karnataka,228,546,21,429,375,38,44,428,387,2,1.1,47240,12220
1089,2024,Maharashtra,59,164,69,668,174,37,5,675,441,1,1.26,459163,9633
1090,2024,Karnataka,148,208,1187,252,252,1,42,137,314,0,0.57,400631,12999
1091,2023,Tamil Nadu,103,238,855,140,284,25,46,427,367,2,1.79,76232,14191
1092,2021,Karnataka,169,223,1114,250,366,2,25,85,230,4,1.57,327956,13136
1093,2024,Gujarat,217,860,854,668,39,31,38,438,586,0,1.43,393884,7825
1094,2023,Gujarat,27,707,1151,363,225,4,26,552,643,5,0.8,135041,14236
1095,2021,Gujarat,157,297,1111,774,51,25,13,115,512,1,0.61,425996,11861
1096,2024,Telangana,260,368,34,231,79,39,46,365,374,0,2.0,221173,10832
1097,2024,Telangana,63,472,477,776,363,8,37,449,517,1,1.62,131869,9323
1098,2020,Maharashtra,2,579,391,446,183,43,14,520,669,2,0.59,238664,14533
1099,2024,Telangana,74,825,704,602,126,46,34,271,95,3,0.18,276518,14094
1100,2023,Maharashtra,100,584,15,376,351,35,2,197,670,2,0.43,298586,2236
1101,2023,Karnataka,226,249,549,741,324,36,40,376,194,4,0.7,445932,2659
1102,2022,Telangana,29,79,5,266,143,45,7,677,164,1,0.76,289571,9644
1103,2024,Kerala,78,241,637,723,188,38,14,53,342,0,0.28,391258,1495
1104,2021,Rajasthan,37,37,669,396,261,12,34,297,458,3,0.18,216118,8432
1105,2023,Gujarat,97,252,894,686,273,0,47,73,503,1,0.51,161782,2334
1106,2022,Telangana,27,384,49,287,8,17,16,198,239,5,1.34,372944,16740
1107,2022,Maharashtra,156,247,839,693,87,34,17,305,492,3,1.55,3659,10942
1108,2021,Telangana,172,934,343,582,141,50,17,132,366,3,1.9,446654,1001
1109,2020,Uttar Pradesh,272,416,817,506,31,19,22,54,20,3,1.6,253764,9988
1110,2024,Uttar Pradesh,248,225,845,60,365,17,45,129,202,4,1.51,194631,16798
1111,2022,Delhi,203,138,474,292,11,32,49,526,195,3,1.94,404490,13494
1112,2024,Uttar Pradesh,30,178,751,195,11,29,22,22,349,2,1.52,76528,14571
1113,2024,Telangana,170,93,1130,294,259,3,4,68,633,5,1.11,374470,16530
1114,2020,Uttar Pradesh,181,621,940,465,206,30,27,262,65,2,1.71,443789,11183
1115,2022,Uttar Pradesh,188,471,1196,725,276,9,34,103,58,2,0.91,71547,3643
1116,2024,Uttar Pradesh,150,973,994,446,169,33,4,47,58,3,1.18,470828,18435
1117,2020,Rajasthan,249,367,770,412,291,6,10,523,565,0,1.03,409137,4564
1118,2020,Rajasthan,84,61,20,661,142,38,17,508,323,5,1.55,374078,18489
1119,2020,Kerala,216,718,1006,134,340,17,35,509,23,2,0.66,161665,13647
1120,2023,Karnataka,70,213,756,577,375,23,7,215,248,2,0.97,490893,930
1121,2021,Kerala,27,21,83,662,64,43,50,256,242,0,1.28,162319,5863
1122,2023,Kerala,30,452,1140,86,322,16,32,56,190,4,1.06,284869,5311
1123,2024,Kerala,89,193,126,112,364,39,37,295,107,2,1.77,152632,11936
1124,2024,Karnataka,217,88,827,481,233,20,46,164,503,1,1.37,335132,2007
1125,2022,Maharashtra,216,443,13,531,339,29,22,12,566,2,0.59,290670,3263
1126,2022,Telangana,142,661,558,472,124,37,0,305,24,1,0.78,315713,11500
1127,2021,Kerala,220,172,245,68,23,46,18,695,176,2,1.13,189355,6190
1128,2021,Uttar Pradesh,265,225,330,706,13,44,28,295,170,3,1.1,89413,3976
1129,2022,Rajasthan,156,330,301,414,141,44,31,102,400,5,1.56,388619,17346
1130,2022,Tamil Nadu,12,304,234,339,157,10,9,358,424,1,1.37,403486,13375
1131,2022,Maharashtra,179,821,1162,681,213,38,43,163,482,2,1.94,260374,18583
1132,2020,Kerala,276,320,936,54,125,14,13,450,532,0,0.51,107014,5634
1133,2022,Tamil Nadu,78,862,797,35,290,39,4,680,150,0,1.19,9290,3311
1134,2022,Karnataka,65,39,373,137,391,24,21,493,384,4,0.7,113621,7416
1135,2020,Gujarat,21,483,743,659,356,14,41,138,516,4,1.21,342426,16493
1136,2024,Telangana,51,517,385,701,187,9,29,532,403,1,1.59,148749,12125
1137,2022,Tamil Nadu,254,357,353,626,168,10,13,275,235,3,1.6,60071,16124
1138,2024,Tamil Nadu,266,37,875,698,385,25,26,625,628,0,0.87,141240,1526
1139,2022,Maharashtra,101,97,956,120,157,10,23,141,109,4,1.03,32345,17418
1140,2022,Gujarat,72,709,998,148,374,36,39,545,107,2,0.93,286088,3537
1141,2022,Uttar Pradesh,280,363,774,196,180,18,28,613,2,4,1.98,169554,9221
1142,2020,Delhi,209,962,428,477,292,38,3,276,505,0,0.12,270438,11911
1143,2022,Gujarat,148,590,838,616,222,12,16,106,483,4,1.51,5202,15224
1144,2020,Maharashtra,222,162,1136,620,146,22,46,602,615,2,1.8,321741,3023
1145,2021,Punjab,162,29,290,497,32,25,21,292,218,2,0.69,81494,17436
1146,2020,Tamil Nadu,164,152,58,164,269,45,21,600,174,0,0.29,428243,19002
1147,2020,Tamil Nadu,141,645,574,284,191,3,48,678,664,3,0.39,447921,14974
1148,2024,Telangana,256,341,24,439,41,26,3,510,532,2,0.42,8341,1794
1149,2020,Kerala,16,187,171,495,92,11,44,183,503,5,1.31,408745,7627
1150,2021,Rajasthan,131,170,192,516,371,23,50,633,442,0,1.18,249401,3969
1151,2024,Uttar Pradesh,273,328,1168,716,280,49,45,385,253,1,0.98,439978,19133
1152,2022,Uttar Pradesh,216,865,493,272,60,13,8,589,649,3,0.65,361570,19915
1153,2022,Tamil Nadu,33,382,394,145,380,44,30,406,30,3,1.25,222161,12466
1154,2020,Rajasthan,224,429,136,213,32,42,45,445,566,3,0.84,73282,12994
1155,2021,Karnataka,231,652,1110,315,146,2,0,256,411,4,0.87,324780,18891
1156,2020,Tamil Nadu,72,717,299,616,58,2,3,591,698,3,1.55,221115,3750
1157,2020,Tamil Nadu,110,53,1104,129,368,32,17,225,25,3,0.89,143785,313
1158,2020,Maharashtra,206,596,16,368,198,32,38,649,28,3,1.45,49355,7304
1159,2022,Gujarat,18,829,1120,736,298,26,5,247,523,5,0.92,258342,17612
1160,2024,Gujarat,261,756,379,46,310,34,49,453,398,2,1.18,195296,1785
1161,2023,Karnataka,137,231,1012,568,330,47,40,59,695,4,0.69,222297,14923
1162,2022,Punjab,44,664,458,684,85,35,16,218,69,3,1.29,87191,9934
1163,2024,Telangana,245,64,583,461,286,24,18,328,480,1,1.42,63712,16103
1164,2024,Maharashtra,149,385,592,37,7,26,6,190,689,0,0.54,402584,2418
1165,2023,Maharashtra,258,832,753,546,243,25,12,582,522,5,1.41,287995,2857
1166,2022,Delhi,172,78,142,330,191,34,7,290,301,2,0.13,155688,10329
1167,2024,Karnataka,187,893,376,462,158,48,40,491,133,4,1.13,302605,4476
1168,2022,Gujarat,239,675,1070,130,356,37,21,276,628,4,0.42,70928,1383
1169,2023,Karnataka,210,160,779,311,194,13,40,394,94,2,0.65,44170,1946
1170,2021,Delhi,181,730,46,73,8,32,26,685,108,5,1.96,60220,17518
1171,2021,Kerala,69,816,913,393,91,48,22,471,381,5,1.35,86499,893
1172,2021,Tamil Nadu,155,274,9,781,258,36,24,362,514,0,1.25,435818,3511
1173,2024,Telangana,102,521,161,773,398,9,46,676,340,3,1.19,330355,19738
1174,2023,Gujarat,151,80,16,367,7,43,40,1,399,5,0.73,415314,15952
1175,2020,Kerala,26,632,322,422,345,3,12,317,598,1,0.38,429357,11466
1176,2022,Kerala,96,139,956,56,392,15,50,634,284,1,1.65,245852,17745
1177,2021,Delhi,149,858,327,224,120,17,28,539,182,0,0.47,326172,756
1178,2021,Karnataka,228,627,717,668,314,21,50,392,159,5,1.65,416564,15525
1179,2022,Gujarat,180,790,71,176,208,41,10,632,596,3,1.64,409346,10312
1180,2024,Uttar Pradesh,276,452,371,333,158,42,7,423,333,4,1.52,123343,12874
1181,2022,Uttar Pradesh,93,673,345,491,26,24,11,346,220,1,1.1,75824,18110
1182,2022,Punjab,98,841,1154,515,35,50,6,119,255,0,0.74,245215,2469
1183,2024,Rajasthan,226,284,353,365,4,13,19,562,186,3,0.76,271374,2320
1184,2020,Rajasthan,253,40,309,189,222,35,26,482,420,2,1.92,195915,8400
1185,2023,Rajasthan,232,526,164,743,191,31,23,245,165,2,1.87,395416,11477
1186,2021,Delhi,70,355,573,641,286,33,6,682,212,3,0.2,226186,4421
1187,2023,Tamil Nadu,226,340,325,296,121,12,33,138,471,3,1.75,145139,17764
1188,2024,Uttar Pradesh,220,991,381,138,171,5,38,245,85,0,1.28,30107,5122
1189,2020,Kerala,14,343,947,536,91,0,45,348,48,0,1.11,191517,6912
1190,2022,Kerala,200,770,790,22,43,15,17,565,11,1,0.8,266919,16898
1191,2024,Maharashtra,69,857,1193,5,210,35,5,30,691,5,1.81,259023,10577
1192,2021,Punjab,85,833,582,780,58,22,2,331,569,3,1.8,486353,2076
1193,2024,Telangana,136,291,1074,94,393,7,33,241,11,1,0.53,415910,5174
1194,2024,Punjab,144,264,126,616,305,18,0,255,280,3,1.5,383533,7763
1195,2023,Rajasthan,239,559,857,602,233,44,21,56,35,5,0.31,317604,18027
1196,2020,Rajasthan,105,673,153,214,228,25,21,339,11,2,0.16,220846,7537
1197,2023,Rajasthan,88,8,506,518,221,38,8,51,245,5,0.95,358603,7422
1198,2020,Gujarat,191,46,851,560,37,37,19,421,583,1,1.29,387331,10277
1199,2021,Telangana,297,140,429,724,38,36,49,86,648,2,1.56,66862,867
1200,2021,Delhi,220,414,1162,398,377,10,28,222,160,3,1.38,95751,14037
1201,2022,Delhi,143,183,227,666,221,33,46,516,592,0,1.24,135311,8586
1202,2020,Karnataka,110,873,869,434,148,11,28,602,181,2,1.74,353398,10022
1203,2024,Tamil Nadu,110,634,1029,36,34,31,49,232,55,5,0.46,312135,19490
1204,2020,Uttar Pradesh,46,185,1195,207,362,26,21,685,156,3,0.44,435744,17450
1205,2022,Uttar Pradesh,3,521,951,496,400,38,20,662,61,0,1.42,111812,5417
1206,2023,Uttar Pradesh,75,141,757,662,324,0,27,241,465,0,0.17,87635,3601
1207,2024,Uttar Pradesh,189,301,579,592,28,20,50,17,182,3,0.65,75537,10658
1208,2024,Kerala,217,369,185,697,263,17,48,346,15,3,1.89,467622,18606
1209,2020,Maharashtra,115,887,1087,198,169,27,17,82,274,5,0.18,277566,16017
1210,2020,Karnataka,130,792,504,57,333,40,45,597,39,2,1.12,235655,3140
1211,2022,Rajasthan,18,528,1031,200,271,23,6,45,170,1,0.4,372036,13880
1212,2022,Maharashtra,104,325,115,639,283,42,7,77,135,0,1.48,193871,12416
1213,2024,Kerala,56,996,909,229,341,40,19,548,464,0,1.4,98817,17304
1214,2024,Gujarat,227,192,887,620,72,27,15,568,558,5,1.28,49412,19624
1215,2021,Rajasthan,237,537,1082,202,333,40,7,236,261,0,1.9,169620,13655
1216,2023,Tamil Nadu,70,155,102,130,355,34,22,73,285,1,1.65,207490,4413
1217,2024,Maharashtra,290,529,810,646,127,40,19,219,394,0,0.32,59607,14072
1218,2023,Delhi,11,703,388,531,272,38,17,29,3,3,1.57,478346,7728
1219,2020,Kerala,261,319,549,346,31,43,9,434,636,0,0.78,30019,9943
1220,2021,Gujarat,124,741,351,536,61,48,14,496,511,4,1.69,358637,14404
1221,2023,Gujarat,104,629,311,370,146,32,7,349,203,2,1.59,10555,4793
1222,2020,Punjab,13,866,28,174,338,27,12,329,354,4,0.39,270359,631
1223,2023,Kerala,277,461,775,714,394,26,12,342,607,0,0.26,379838,17751
1224,2024,Maharashtra,166,130,956,644,354,36,44,485,591,3,0.14,12658,9950
1225,2020,Telangana,235,284,604,66,133,21,21,651,29,5,1.77,157049,15038
1226,2022,Gujarat,86,876,183,51,55,3,25,373,232,4,0.41,11180,14446
1227,2020,Uttar Pradesh,7,445,29,284,39,39,38,664,657,5,1.24,473019,1039
1228,2024,Rajasthan,135,329,632,158,262,41,19,81,595,0,1.24,281297,9196
1229,2023,Tamil Nadu,127,110,686,193,186,16,29,111,130,4,1.76,393562,8908
1230,2022,Rajasthan,176,884,892,417,77,21,44,569,320,5,0.48,213028,2353
1231,2023,Telangana,29,665,442,169,394,36,10,278,167,4,0.56,159686,4620
1232,2021,Maharashtra,239,209,1126,386,359,43,36,591,566,2,1.41,188896,8235
1233,2023,Gujarat,160,223,415,39,208,19,0,247,374,3,1.53,159016,15245
1234,2024,Tamil Nadu,230,434,1156,21,326,46,33,444,95,3,0.95,244641,11571
1235,2024,Punjab,128,24,281,729,96,46,39,250,251,2,0.92,378460,6122
1236,2020,Maharashtra,75,153,156,32,231,20,47,295,220,3,0.29,120028,15416
1237,2020,Tamil Nadu,292,656,135,732,203,5,31,590,182,2,1.52,215738,6583
1238,2021,Maharashtra,26,611,744,712,187,5,33,628,449,0,1.67,357061,16043
1239,2021,Rajasthan,99,712,624,469,392,13,24,389,6,2,1.96,456929,5963
1240,2020,Karnataka,188,950,624,31,101,3,31,565,303,3,1.5,89603,18903
1241,2022,Tamil Nadu,107,151,864,599,300,11,20,268,572,5,0.43,379808,9450
1242,2022,Rajasthan,178,459,854,310,50,6,13,626,271,5,0.12,491276,12634
1243,2023,Karnataka,196,240,392,657,364,37,43,426,388,2,0.89,421372,568
1244,2020,Delhi,48,338,602,473,143,48,45,279,442,1,0.14,449182,12214
1245,2021,Maharashtra,58,357,1116,692,364,13,39,414,377,2,0.41,118682,13989
1246,2020,Uttar Pradesh,152,734,691,167,211,37,46,153,588,4,1.98,296379,2111
1247,2021,Maharashtra,219,916,122,58,230,27,10,187,25,2,1.96,185640,12150
1248,2022,Karnataka,143,853,281,2,146,2,39,641,417,3,1.3,413202,7588
1249,2022,Karnataka,271,555,143,791,186,2,16,415,592,0,1.99,34131,18499
1250,2022,Rajasthan,282,566,483,712,211,39,25,84,395,5,0.26,143750,9778
1251,2024,Telangana,276,754,171,0,349,50,27,206,464,5,1.85,134917,1690
1252,2023,Gujarat,197,386,284,551,287,3,46,521,487,2,1.25,361798,5302
1253,2024,Telangana,166,999,91,218,174,41,41,363,450,4,0.97,276198,8809
1254,2023,Maharashtra,175,200,1000,771,344,21,33,287,516,4,1.35,380382,18604
1255,2024,Rajasthan,59,956,513,111,49,15,7,13,152,4,1.04,399749,17206
1256,2020,Uttar Pradesh,298,335,644,373,196,7,33,206,210,3,1.33,492467,2230
1257,2021,Rajasthan,55,55,845,130,169,48,48,470,650,3,1.42,233626,11489
1258,2022,Telangana,210,436,115,134,166,14,25,109,185,1,1.57,358318,13337
1259,2024,Telangana,100,460,302,395,392,31,8,249,126,4,0.36,296066,13798
1260,2022,Uttar Pradesh,220,351,435,541,113,2,50,466,64,1,1.24,305807,9320
1261,2024,Punjab,183,579,685,798,266,25,47,318,622,2,0.47,293815,4385
1262,2023,Maharashtra,82,923,43,475,351,48,5,449,93,5,0.8,279846,14324
1263,2021,Telangana,113,232,787,395,260,12,24,471,438,2,1.44,209065,9426
1264,2023,Gujarat,277,90,1153,212,201,48,46,347,75,1,1.1,417518,17913
1265,2020,Uttar Pradesh,167,999,1114,272,315,34,17,475,496,3,1.89,435936,19937
1266,2022,Maharashtra,15,126,921,754,337,26,10,358,54,0,1.81,185746,11856
1267,2024,Gujarat,124,776,616,428,158,45,34,180,370,1,1.96,333135,13637
1268,2020,Maharashtra,176,610,800,442,33,8,1,471,485,0,0.93,205842,5300
1269,2021,Kerala,169,438,817,259,232,40,24,503,43,4,1.56,322594,7610
1270,2020,Gujarat,49,306,368,481,368,9,30,292,262,0,1.9,286013,14138
1271,2020,Delhi,92,723,364,677,37,2,39,503,108,2,1.69,322581,13835
1272,2023,Karnataka,75,722,64,573,335,6,46,332,686,2,0.63,403649,6978
1273,2021,Delhi,212,945,115,616,259,5,23,88,471,3,1.33,111519,15695
1274,2022,Punjab,114,172,1191,245,239,44,24,190,469,0,0.24,14036,12423
1275,2021,Tamil Nadu,160,443,687,565,190,47,50,506,136,1,0.91,462450,15197
1276,2023,Punjab,110,796,543,25,396,16,6,367,590,2,0.49,447956,6718
